"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance","happiness"
"Female",-1,-2,-1,0,0,1,1,1,1,1,-1,1,-1,-2,0,1,0,-2,-2,-1,-2,0,1,0,0,-1,-2,0,-1,-1,0,-2,1,0,-1,0,0,0,1,0,0,0,0,1,0,2,1,1,-1,1,0,-1,-1,-2,1,2,2,0,-2,2,1,-1,0,1,-2,"No","They complement each other","Rarely","Yes, I have both","At least once a week","Never",1,2,-2,2,2,2,0,1,0,1,2,1,1,14.7714
"Female",-1,-1,-2,1,0,1,0,0,1,2,-2,1,1,-2,2,2,0,0,2,1,-2,2,0,0,0,2,-1,1,0,0,-1,1,2,-1,-1,1,-1,1,0,0,0,0,-1,2,2,2,1,1,-2,1,1,-2,-2,2,0,0,0,0,0,0,-2,0,2,0,2,"Yes","They complement each other","Never","Yes, I have both","At least once a month","Always",0,-2,1,1,1,-2,0,2,1,-2,2,1,0,17.9812
"Female",-1,-1,-2,2,2,2,2,0,2,2,0,2,-2,0,1,1,0,-2,1,2,-1,1,-1,0,2,1,-2,0,1,2,-1,1,2,-1,-2,2,-1,2,-2,-1,2,1,-2,2,-1,2,-2,0,0,0,2,0,-2,0,2,1,0,0,-1,1,2,-2,2,2,2,"No","They conflict","Always","Yes, I have both","At least once a month","Never",1,2,1,2,2,2,2,1,2,1,1,2,2,6.65642
"Female",-1,-1,-2,0,1,-1,0,-2,-2,1,0,0,-1,-1,1,1,0,0,-2,0,-1,0,0,1,1,-2,0,0,1,1,0,-1,0,-2,-1,0,-1,0,0,-2,0,1,-1,-2,-2,1,0,2,1,0,1,-2,0,1,2,1,1,0,0,1,1,-1,1,1,0,"No","They complement each other","Never","No","More than three times a week","Always",2,2,-2,1,1,2,1,2,0,1,1,1,0,10.3246
"Female",2,1,0,1,0,0,1,-2,0,-2,-2,0,0,0,-2,0,-2,0,2,-1,2,-2,0,-2,0,0,-2,1,-2,0,1,0,0,1,0,-1,-2,0,-2,0,1,2,1,-2,1,-1,0,-1,-1,-2,-1,0,0,2,-2,-2,-2,0,2,0,-2,-2,-1,-1,-1,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Sometimes",-2,0,2,0,1,1,0,0,0,0,-1,-1,1,6.95987
"Male",0,2,-2,1,1,-2,1,0,1,-2,1,-2,0,0,1,-2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,-2,-2,1,0,-2,1,1,1,-2,1,1,2,0,0,0,2,-1,0,-2,0,-2,-2,1,0,-2,1,0,-1,-1,1,1,-1,0,1,1,"No","They complement each other","Sometimes","Yes, I have both","More than three times a week","Sometimes",2,2,0,2,2,0,2,-2,0,-2,2,1,2,13.814
"Male",0,0,-2,-2,0,0,0,0,-2,0,2,-2,-1,0,1,1,-2,-2,-2,1,-2,1,-1,0,0,1,-1,1,0,0,0,-1,0,-2,-1,1,-1,1,-1,-1,2,1,-1,0,1,2,1,1,-1,1,-1,0,-2,2,1,2,1,1,-2,1,0,0,1,1,1,"No","They conflict","Never","Yes, I have both","No","Always",1,1,0,1,2,1,1,1,1,2,1,2,1,12.4854
"Male",0,1,0,0,1,2,2,0,0,0,1,0,1,2,1,1,1,-1,1,1,-2,1,1,2,0,0,2,0,0,1,1,-2,1,-2,0,1,2,1,2,2,1,2,1,2,-1,0,-2,0,-2,0,1,0,-1,-2,0,0,0,0,0,2,1,-2,0,1,0,"Yes","They are separate","Sometimes","Yes, I have both","At least once a week","Sometimes",0,1,-2,0,0,-1,-1,1,0,2,-2,1,0,-9.05507
"Male",-2,0,-2,-2,1,-2,0,-2,0,-2,0,-2,2,0,0,0,2,1,0,-1,-2,-1,-2,2,0,-1,1,-1,0,0,1,-1,0,0,-2,-1,2,1,1,2,0,2,1,0,-1,0,0,1,0,2,0,0,1,0,1,1,1,2,1,2,2,-2,2,2,-2,"Yes","They are separate","Rarely","Yes, I have family","Rarely","Always",0,2,1,1,1,0,0,-1,0,0,1,1,0,-3.77233
"Female",-1,-2,-2,1,1,0,0,0,0,0,1,2,-2,1,1,1,-2,-1,2,0,-2,0,-1,2,2,2,1,1,-2,0,0,2,2,-1,-1,0,0,1,0,0,1,2,-1,2,1,0,0,2,-1,2,2,0,-1,1,2,1,1,-1,-2,2,1,-1,1,2,2,"Yes","They complement each other","Sometimes","Yes, I have family","At least once a month","Sometimes",2,2,1,2,2,1,2,2,1,0,1,1,2,-4.10667
"Female",-1,0,-1,1,1,2,0,-1,0,0,1,1,-2,0,1,0,0,-1,0,1,-2,1,0,0,0,1,-2,0,0,1,-2,1,1,-1,-2,1,0,1,0,0,1,1,0,1,0,1,-1,1,-2,0,1,-2,-1,0,0,1,1,-2,-1,2,2,-1,0,2,2,"Yes","They conflict","Rarely","Yes, I have family","At least once a month","Sometimes",2,2,1,2,2,2,2,1,1,0,0,1,2,4.69685
"Male",-2,-1,-1,2,1,2,2,-2,2,2,0,2,-2,0,2,1,-2,-2,1,1,-1,1,-1,0,2,1,-1,0,1,2,-2,0,1,-2,-2,2,-1,2,-2,-2,2,0,-1,1,0,0,-1,2,-1,0,2,-2,-2,0,0,2,1,0,0,1,2,-2,1,1,2,"No","They are separate","Never","No","At least once a month","Never",0,1,2,1,2,2,2,0,2,0,2,2,2,7.35797
"Male",-2,1,0,-2,0,-1,2,-2,0,0,1,0,1,0,-1,-1,1,1,0,0,-2,-2,2,2,0,-2,0,-1,-2,0,0,-2,0,-1,1,0,1,0,0,2,0,2,0,-2,-2,1,-2,0,0,0,0,-1,0,1,1,0,1,0,0,0,1,-1,0,0,-2,"Yes","They conflict","Sometimes","Yes, I have both","At least once a week","Never",0,0,2,1,1,-2,0,0,-2,1,-2,-1,0,-11.5133
"Male",0,1,1,1,1,-2,1,0,0,-2,0,0,-1,1,2,1,-2,-1,0,1,1,0,0,2,1,1,0,2,2,1,-1,0,0,-2,-2,1,2,2,0,2,1,-2,0,1,-1,1,0,1,0,0,1,1,0,0,0,2,1,-2,0,1,1,-2,2,2,2,"Yes","They conflict","Rarely","Yes, I have family","No","Rarely",1,1,-2,1,1,0,2,0,0,1,-2,2,1,7.6852
"Female",0,2,2,1,0,0,1,2,1,2,-2,0,-2,-2,0,1,1,0,2,0,0,1,0,1,2,-2,2,1,-2,2,0,1,2,2,-2,0,2,1,0,2,1,2,0,1,0,0,0,0,-1,1,0,1,-1,0,-2,1,0,0,1,2,0,1,0,1,-2,"Yes","They complement each other","Never","Yes, I have both","More than three times a week","Always",1,2,1,1,2,0,2,1,1,1,-2,2,1,16.1204
"Female",0,0,0,2,2,1,1,0,1,0,0,2,-1,1,1,1,-1,-2,-1,2,1,1,-1,-2,0,1,-1,1,1,0,-2,-2,1,0,-2,1,-1,1,-1,-1,0,-2,-1,1,0,1,-2,0,-2,0,-2,0,0,1,1,0,0,-2,-2,-2,-2,-2,2,1,0,"Yes","They complement each other","Never","Yes, I have both","At least once a month","Never",0,1,1,1,1,1,1,0,1,2,2,1,1,20.3402
"Female",-1,0,0,1,0,1,1,-2,1,-2,-2,1,-2,-1,2,1,-1,0,-2,2,-1,1,-1,-2,1,1,-1,0,1,0,-1,1,1,-2,-1,2,-1,1,0,0,1,0,0,1,0,1,-2,1,-1,0,0,-1,-1,-2,0,2,1,0,-1,0,1,-2,1,1,2,"Yes","They are separate","Sometimes","Yes, I have family","Rarely","Always",1,1,0,2,2,1,1,1,1,1,1,1,1,6.04054
"Female",-2,0,0,0,1,0,1,1,0,-2,-2,0,-2,-2,1,0,-2,-2,-2,0,-1,0,1,0,1,-1,-2,-1,0,1,-1,0,0,-2,0,1,2,1,-2,1,2,1,-2,1,-2,2,1,1,0,-1,0,-2,2,2,0,1,-2,2,0,0,2,-1,0,1,0,"Yes","They complement each other","Sometimes","Yes, I have family","More than three times a week","Always",1,0,-1,1,1,0,1,-2,0,1,-2,1,1,16.5522
"Male",-2,-1,-1,1,1,-2,1,-2,0,1,-2,0,-2,0,1,0,-2,-1,1,0,0,1,-1,0,1,1,-1,1,2,1,0,1,0,-1,0,0,0,0,-2,-2,0,-2,0,0,-1,1,0,0,-1,0,-2,-2,-1,0,0,0,0,0,-1,-2,0,-1,1,0,0,"Yes","They conflict","Sometimes","Yes, I have both","At least once a month","Rarely",-2,-2,0,1,1,0,1,-2,0,0,0,0,0,6.03307
"Female",0,1,0,1,0,-2,1,-2,0,-2,0,0,0,0,2,-2,0,1,-2,0,-2,-2,2,2,-2,0,0,0,1,0,0,0,0,-2,-1,0,2,-1,1,0,-1,0,1,1,1,0,-1,0,-1,1,0,0,0,-2,0,1,-2,-2,0,0,1,-2,0,1,0,"Yes","They complement each other","Sometimes","Yes, I have family","More than three times a week","Sometimes",1,1,2,1,1,1,0,1,0,1,0,-1,0,-22.5824
"Male",-1,1,0,0,0,-2,0,0,-2,2,-2,0,-1,-2,2,1,-2,-1,-2,1,-1,1,-2,-2,0,2,-2,-1,0,1,-2,0,0,-1,-1,2,-2,1,2,2,1,1,0,0,-1,1,-2,1,-1,-2,1,-2,-1,0,0,1,0,2,-2,0,1,-2,1,1,2,"Yes","They complement each other","Never","Yes, I have family","More than three times a week","Rarely",1,0,-2,1,0,0,1,1,1,1,0,1,0,-23.3955
"Male",0,1,1,-1,0,0,0,1,0,-2,2,0,2,2,1,0,0,0,1,0,0,-1,2,1,1,1,2,0,0,0,2,-2,0,1,-2,0,2,0,2,2,1,1,1,-2,0,2,2,0,2,1,1,2,0,0,2,0,1,2,0,2,1,2,-2,0,-1,"Yes","They are separate","Never","Yes, I have both","More than three times a week","Sometimes",-2,2,-2,1,2,-2,0,-2,0,1,-2,0,1,-10.9053
"Male",-2,-2,0,1,-2,0,0,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,2,0,1,0,0,-2,1,-2,1,0,-1,-2,0,0,1,1,0,1,1,-2,-2,-1,0,-2,0,-2,-2,1,0,0,0,0,0,1,0,1,1,1,-2,1,1,1,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a week","Never",1,-1,-2,1,1,-2,2,0,0,1,1,0,0,-7.69166
"Female",-2,0,0,1,1,1,1,1,1,1,2,2,-1,2,2,2,-2,-1,0,0,-1,2,0,0,1,1,-2,1,1,1,-2,1,0,-1,-1,2,-2,1,-1,-2,1,1,-1,2,-2,1,1,1,0,1,2,0,-2,0,1,2,1,1,0,2,1,-2,2,2,2,"Yes","They complement each other","Rarely","Yes, I have family","No","Never",1,1,1,2,2,0,1,2,1,0,0,2,-1,18.2667
"Female",-2,-2,0,1,1,-1,0,1,-2,0,-1,-2,0,-2,0,-2,-2,-2,1,1,0,0,-2,1,1,0,2,2,0,0,0,0,0,1,0,1,1,2,-2,2,2,0,0,0,-1,1,1,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,1,0,-2,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Always",2,0,-1,2,2,1,2,1,1,1,0,0,1,7.25112
"Male",2,0,1,2,1,2,2,-1,2,1,0,1,1,1,0,0,1,2,2,-1,2,-2,-2,2,1,1,2,0,0,0,1,2,0,0,2,-1,1,1,2,1,1,0,0,-2,0,-1,1,0,0,0,0,-2,0,0,1,0,0,2,1,0,0,-2,0,-1,-2,"No","They complement each other","Never","Yes, I have family","At least once a week","Always",-2,0,2,0,1,-2,0,0,2,2,1,0,0,-0.340034
"Male",0,0,-1,0,0,0,1,-1,1,-2,-1,0,0,-2,1,-2,0,-1,2,0,-1,2,-2,-2,1,2,-1,0,0,1,0,0,1,-2,-1,1,1,1,-1,-2,2,-2,-2,1,2,1,1,1,0,0,0,0,0,2,1,0,-2,-2,-1,0,0,-1,1,-1,0,"No","They are separate","Sometimes","Yes, I have both","At least once a month","Sometimes",0,1,-2,1,1,0,0,2,0,0,1,0,1,-8.76087
"Male",-1,-1,-1,2,2,1,2,-2,1,1,-2,1,-1,-1,1,0,-1,-2,-2,2,-1,2,-1,-2,1,1,-1,1,1,1,-2,1,2,-1,-1,2,-1,2,-1,-1,2,-2,-1,2,1,2,-1,1,0,2,2,-1,0,-2,1,1,2,0,-1,1,2,-1,2,2,2,"Yes","They conflict","Sometimes","Yes, I have friends","At least once a month","Never",2,0,1,2,2,2,2,2,0,2,2,2,2,25.5521
"Male",-2,-1,0,0,1,-1,1,-2,0,1,-1,0,1,-2,0,-2,-2,1,0,-1,-2,-2,-2,1,1,0,1,0,-2,1,2,1,0,-2,-2,-1,1,0,0,2,1,0,-2,-2,-2,1,0,2,1,0,1,-2,1,0,2,0,0,2,1,-2,-2,0,0,1,-2,"Yes","They are separate","Rarely","Yes, I have both","More than three times a week","Sometimes",0,0,2,0,1,-1,0,0,-2,0,2,1,0,1.21246
"Female",0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,2,-2,-2,2,-1,1,0,2,1,-1,-1,-2,-1,1,0,1,0,1,-2,0,0,-1,-1,0,0,-2,0,-2,0,-1,0,0,0,-2,-2,0,0,0,-2,-2,1,-1,"Yes","They complement each other","Sometimes","Yes, I have family","More than three times a week","Rarely",0,1,0,1,1,0,1,1,0,0,-1,-1,0,-12.6021
"Male",1,1,1,0,1,-2,0,0,2,1,0,1,0,0,0,1,2,-2,2,2,-2,-1,0,1,1,2,-2,1,-1,1,-1,1,0,-1,-1,0,1,1,0,0,1,2,0,1,0,1,0,1,1,1,1,1,-2,2,1,1,0,0,-1,1,0,0,0,1,1,"No","They complement each other","Never","Yes, I have family","More than three times a week","Never",-2,2,1,0,1,0,0,1,1,2,1,1,1,-10.7162
"Female",0,1,2,-2,1,1,2,1,1,-2,1,1,1,0,2,1,2,0,-2,1,-1,0,1,0,1,0,2,-1,-2,1,0,0,1,1,-1,1,2,1,0,0,1,1,0,0,-2,2,-2,1,-2,0,0,0,0,0,0,0,0,1,-1,2,1,-1,1,1,-2,"Yes","They are separate","Sometimes","Yes, I have family","At least once a month","Rarely",0,1,1,1,2,0,1,1,1,0,0,2,1,-13.6249
"Male",-1,-1,-1,-2,1,2,1,-2,1,0,-1,2,-1,0,2,1,1,0,1,1,-1,2,-1,0,2,2,-2,0,0,2,0,1,0,-1,-1,2,-2,2,0,0,2,1,-2,1,-2,0,-1,1,-1,2,2,-2,-2,2,2,1,2,2,0,1,2,-2,2,2,2,"Yes","They are separate","Sometimes","Yes, I have family","More than three times a week","Never",2,2,2,2,1,0,1,1,2,2,2,2,1,-15.536
"Male",0,0,0,2,1,0,1,1,-2,0,1,-1,0,-2,0,1,-2,-2,-2,1,0,1,2,1,-2,0,0,-1,0,1,0,-1,0,0,-1,2,-1,0,-2,-2,0,1,-2,1,-2,1,-2,1,-1,-2,-2,1,2,2,0,0,-2,-2,0,0,-2,-2,1,2,1,"Yes","They complement each other","Rarely","No","More than three times a week","Rarely",2,2,0,1,1,1,2,1,1,-1,0,2,1,-15.5539
"Female",0,1,2,1,1,1,0,-2,-2,-1,1,-2,1,-1,-1,1,0,0,-2,1,0,0,0,1,-2,1,-2,-1,-1,0,-2,-1,0,2,0,-1,0,0,-2,1,-1,1,-2,-2,1,2,-1,0,-1,-2,-2,1,2,2,-1,0,-2,1,0,1,1,-2,-1,-1,-2,"No","They complement each other","Sometimes","Yes, I have both","At least once a week","Rarely",0,1,-2,1,1,2,1,1,1,0,0,0,2,-28.1307
"Male",-2,-2,-1,2,0,0,0,-2,0,0,0,-2,-2,0,1,2,1,0,1,2,-2,1,1,2,0,-2,-1,1,0,0,-1,1,0,-1,0,1,1,2,-2,1,0,1,-2,0,-1,1,-1,0,-1,1,2,0,1,-2,1,1,2,1,-2,1,2,-1,2,2,1,"Yes","They conflict","Sometimes","Yes, I have family","At least once a week","Always",2,0,0,1,1,0,2,1,1,1,1,1,1,5.50895
"Male",-1,-1,-1,0,2,0,1,1,1,2,-1,0,0,1,0,1,2,-1,0,-1,0,0,-2,0,1,-2,1,0,1,0,-2,0,1,-1,0,0,-2,2,-2,2,2,0,0,1,-1,2,0,0,-1,1,-2,0,-2,2,-2,1,0,-2,-1,2,1,-2,0,1,-2,"Yes","They conflict","Always","Yes, I have both","At least once a week","Rarely",-2,1,-2,2,2,1,2,0,1,0,2,2,2,-5.14682
"Male",0,0,-1,-2,0,-2,1,0,0,1,1,1,0,0,0,-2,0,-2,0,-1,-2,-1,0,2,-2,0,1,-1,0,0,2,-1,0,-1,-1,0,1,0,-2,1,1,-2,1,-2,-1,0,-2,0,0,1,-2,0,-1,0,1,1,0,1,0,0,0,0,1,0,-2,"Yes","They are separate","Never","Yes, I have both","At least once a month","Rarely",-2,1,0,1,1,0,0,-2,0,2,0,0,1,-7.90191
"Female",1,0,0,0,1,-2,1,1,1,0,0,-1,-2,0,0,0,1,-1,-2,0,0,-2,0,2,1,0,0,0,1,0,0,1,-1,-1,-2,-1,-2,0,0,1,1,-2,0,1,-1,-1,-2,0,-1,0,-1,-2,-1,-2,1,1,2,1,-2,-2,0,-2,0,1,-2,"Yes","They complement each other","Sometimes","Yes, I have family","No","Rarely",1,1,0,1,1,-2,1,0,-2,1,1,1,-1,-5.0997
"Male",1,2,1,-1,0,-2,-2,0,-2,0,2,0,1,1,0,0,-2,-1,-2,0,0,-1,1,2,0,-2,1,0,0,-1,1,-2,0,-2,-2,-1,2,0,2,2,1,1,1,0,-2,-1,2,0,0,-2,0,0,-2,1,0,0,0,1,1,1,-2,1,-2,0,-2,"Yes","They complement each other","Sometimes","Yes, I have family","More than three times a week","Rarely",1,2,0,0,1,2,0,-1,-2,0,0,0,1,-10.0306
"Female",-2,-2,0,0,2,-2,1,-2,0,1,1,0,0,0,0,0,1,-2,0,0,-1,-2,0,1,-2,0,-2,0,0,1,1,-2,0,0,-2,0,0,1,-2,-1,0,1,-1,0,-2,2,-1,1,0,1,2,0,1,0,2,1,0,0,-2,1,1,-2,1,1,0,"Yes","They are separate","Never","Yes, I have both","At least once a month","Sometimes",0,0,1,0,0,1,0,2,0,2,0,0,1,-6.16386
"Female",-2,1,0,-2,0,0,0,1,1,2,0,-2,-1,-2,1,-2,-2,1,2,-1,-2,-1,1,-2,0,-2,-2,1,1,0,0,1,0,-1,-2,-1,1,0,1,2,1,-2,-2,1,-1,2,-1,1,-2,-2,-1,0,0,-2,0,0,-2,0,0,1,-2,0,-2,0,-1,"No","They complement each other","Sometimes","Yes, I have both","More than three times a week","Sometimes",1,2,0,1,1,0,1,0,1,-2,0,0,0,0.87331
"Male",-1,-2,0,-1,0,-2,-1,-1,-2,-2,0,-1,0,-1,-2,-2,1,0,-1,-1,-2,-2,0,1,-2,-2,-2,0,-1,0,1,-2,0,0,-1,-1,1,0,2,1,0,0,-2,-2,1,1,0,1,1,1,1,1,2,1,2,0,-2,0,0,0,0,1,0,1,0,"Yes","They are separate","Sometimes","Yes, I have both","More than three times a week","Never",1,2,0,0,0,1,-1,0,-2,2,-2,0,0,-11.4393
"Male",1,2,1,0,2,2,0,0,0,0,2,2,0,1,1,1,-2,-2,0,1,1,0,-2,1,1,1,0,2,2,1,0,-2,1,-2,-1,1,0,1,-2,0,1,0,-2,0,0,1,-2,2,-1,0,0,-2,-1,0,-2,1,0,-2,0,1,0,-2,1,1,0,"No","They are separate","Sometimes","Yes, I have family","More than three times a week","Always",1,2,-2,0,1,0,1,1,2,2,1,1,1,18.2921
"Male",1,2,2,1,-2,-1,1,0,-2,-1,1,-2,1,0,-2,1,1,1,0,0,0,-2,2,2,0,0,1,-1,-1,-1,-1,-2,1,-2,-2,-1,0,1,0,1,-1,2,-2,0,1,1,-2,0,-1,-2,-2,1,0,1,0,0,-1,-2,1,1,0,-1,0,1,0,"No","They complement each other","Sometimes","Yes, I have both","At least once a month","Rarely",0,1,1,0,1,0,1,1,0,1,-2,0,0,-17.3333
"Female",-2,0,-2,2,1,-2,0,0,-1,-2,-2,-2,-1,-2,1,1,-1,-1,-2,1,0,1,1,1,-2,-2,-2,1,2,-1,-2,0,-1,-1,-1,1,-2,0,-2,-2,0,1,0,1,-1,1,0,1,-1,0,-2,-1,-2,0,0,1,0,-2,0,0,0,-1,1,1,1,"Yes","They conflict","Sometimes","No","No","Never",1,1,0,1,1,0,1,2,0,1,-2,1,1,8.46
"Female",-2,0,0,0,1,-2,0,0,1,0,-2,0,-1,-1,-2,0,1,0,-2,1,0,1,0,-2,1,1,-2,1,1,0,-2,0,1,-2,-1,0,0,1,-1,0,1,1,-2,1,-2,2,-2,0,-2,1,0,-2,0,1,1,0,-2,0,-1,0,0,-2,1,1,1,"No","They conflict","Never","Yes, I have both","At least once a week","Always",0,1,1,2,2,0,0,1,0,0,1,2,-1,-1.78424
"Male",-1,-2,-1,0,0,2,0,-1,0,0,-2,0,-1,-1,-2,0,-2,-2,1,0,0,0,1,2,-2,1,-1,-1,-2,-1,-2,0,0,-1,0,1,0,-1,0,0,0,-2,0,-2,-2,1,-1,0,-1,0,1,0,-2,-2,0,-2,1,0,-2,1,0,-2,0,1,0,"Yes","They are separate","Rarely","Yes, I have family","At least once a week","Rarely",0,0,0,1,1,1,0,-2,0,1,1,0,1,-1.16974
"Female",-2,1,1,-2,1,1,-2,-2,0,-1,1,-2,2,2,0,1,-1,0,0,0,2,-1,2,1,-1,0,2,0,0,0,0,0,1,-2,0,-1,2,-1,1,1,-1,1,0,-2,1,0,-2,-1,0,1,0,0,-2,-2,0,0,0,1,-2,0,-2,0,-2,-1,-1,"Yes","They are separate","Sometimes","Yes, I have both","More than three times a week","Never",-1,0,2,-1,-1,-1,-1,1,-2,1,-1,0,-1,-9.7602
"Female",-1,0,-2,-2,1,0,0,1,0,-1,-2,0,-1,-1,1,2,1,-1,-2,1,-1,0,-2,0,0,-2,-2,0,0,0,-1,-2,0,1,-2,1,0,2,-2,-2,1,-2,-1,0,-2,2,-2,1,-1,2,1,1,-2,-1,1,1,1,-2,-2,0,1,-2,1,2,0,"No","They are separate","Never","Yes, I have both","More than three times a week","Sometimes",1,2,2,1,1,1,1,0,-2,0,1,1,1,13.0029
"Male",0,1,1,2,0,0,0,-2,0,1,1,-2,-1,0,1,2,-2,-1,-2,1,1,1,0,1,-2,1,-1,1,1,0,0,0,0,-1,-2,0,-2,1,-2,1,0,0,0,2,-2,2,-2,1,-2,1,-2,0,0,0,-2,1,1,0,-2,1,1,-1,0,0,1,"Yes","They conflict","Sometimes","No","At least once a month","Never",2,0,0,1,1,2,1,2,0,0,1,2,1,-5.02777
"Male",1,1,0,0,2,2,1,1,1,0,-2,1,2,1,1,1,1,0,1,1,-2,0,-2,1,2,1,1,1,0,1,1,1,0,1,1,0,2,1,0,0,1,2,-2,1,0,1,0,0,1,1,2,1,0,2,1,1,0,1,-2,2,2,-2,1,1,0,"Yes","They are separate","Sometimes","Yes, I have family","More than three times a week","Never",0,1,1,1,1,1,1,-2,0,1,0,1,1,-12.1073
"Male",-2,0,1,1,0,0,0,-2,0,0,0,1,-2,1,1,1,-2,-1,0,0,-2,-2,1,1,0,1,-1,1,0,0,-1,0,0,-1,-1,1,-2,1,-1,-2,0,0,-1,1,0,1,-1,0,-1,0,0,0,-1,-2,1,1,0,-1,-2,1,0,-1,1,1,1,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a week","Rarely",0,0,0,0,0,-1,0,1,0,2,1,0,-1,-2.03747
"Male",0,0,0,0,0,1,2,0,0,1,-2,0,-2,0,0,1,-2,-1,-2,1,0,1,-2,0,2,1,-2,1,1,1,-2,1,1,-2,0,1,-2,1,-2,-1,1,0,-2,-2,-2,2,-2,1,-2,0,-1,-1,-1,0,1,1,1,-2,-1,1,1,-1,0,0,-2,"Yes","They complement each other","Rarely","Yes, I have both","At least once a week","Sometimes",0,0,0,1,1,0,0,0,-2,0,-2,0,0,6.75195
"Male",-2,-2,0,0,1,-2,1,0,-2,0,-2,-2,-1,-1,1,0,0,-1,0,2,1,-2,0,1,1,1,0,1,1,0,-2,0,1,0,-2,-1,0,1,0,0,1,2,-1,1,-1,1,-2,1,-2,-2,-2,0,-2,1,0,1,-2,-2,-2,-2,0,0,1,1,2,"No","They complement each other","Always","No","At least once a month","Always",0,2,1,0,1,1,1,2,2,1,2,1,1,7.15743
